query,Post ID,Post Content,nickname,link
污染; 2018-02-19; 1; 10,237,		【苏梅岛】苏梅岛是泰国第三大岛，相比人们熟知的普吉岛来说，这里没那么商业，充满着浓郁的原始气息。抛开生活的压力，远离污染的空气，来苏梅岛享受蓝天白云，享受一望无际的大海吧！ ​		,高考化学资料7,//weibo.com/5126372866/G3Pqk6mld?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,238,		//@DragonKnight_G字反黑组:广场被污染，大家转赞评好的微博上精选，点赞评论转发这条,AllForKwon龍,//weibo.com/2667414910/G3OeUADYX?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,239,#权志龙##鸡涌是宝宝# 一笑就是小括弧心都酥了真是乖崽崽啊又是只爱你的一天@GDRAGON_OFFICIAL ​	,NA,//weibo.com/2929657633/G3Pq5fDRZ?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,240,#雷迪克辱华##赵丽颖#【科普：癌症是如何产生的？】新闻里经常提到，有些人因为“抽烟喝酒”，“加班熬夜”，“化学污染”等各种各样的原因患癌……这些到底是真的吗？癌症，是怎么回事，又该如何预防呢，用一段视频告诉你↓ ​		,Ka_Cheung_,//weibo.com/2080299755/G3PpYrIlc?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,241,#中国赞#【法令纹】法令纹是位在鼻翼边延伸而下的两道纹路，是典型的皮肤组织老化、造成肌肤表面凹陷的现象。 肌肤老化松弛和表情过于丰富是法令纹形成的两大原因。空气的污染、电脑手机的辐射和无规律的日常作息也会加快法令纹的产生，因此要良好解决如何除法令纹问题就要避免这些情况的发生。 ​		,用户5690202710,//weibo.com/5690202710/G3PpRqXeh?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,242,		【实时空气质量：中度污染，AQI指数164】#空气质量#2018年2月19日13时，全市AQI平均指数164，PM2.5指数125，PM10指数148，O3指数49，SO2指数14，NO2指数30，CO指数1.7。空气质量级别为中度污染，首要污染物为PM2.5。如需查询各区、各点位实时更新数据，请点击→|天津市环境... @天津环保发布 ​		,天津发布,//weibo.com/2489610225/G3Pps0NtQ?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,243,		【茼蒿营养价值高】茼蒿富含矿物质、胡萝卜素、蛋白质、膳食纤维、维生素C等，污染轻，营养丰，高水分，低热能。茼蒿食用部分为幼嫩茎叶，味道清香，可凉拌，也可荤素炒食，烧豆腐、做汤、做馅等，秋冬涮火锅食用也别具风味。 ​		,素颜街角的失落,//weibo.com/2851102592/G3Ppm2J2b?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,244,		//@DragonKnight_G字反黑组:广场被污染，大家转赞评好的微博上精选，点赞评论转发这条,l8qqqq,//weibo.com/2667414910/G3OeUADYX?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,245,#权志龙##鸡涌是宝宝# 一笑就是小括弧心都酥了真是乖崽崽啊又是只爱你的一天@GDRAGON_OFFICIAL ​	,NA,//weibo.com/3691128432/G3Pplte4Z?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,246,		“八风不动心，无忧无污染，宁静无烦恼，是为最吉祥。” ​		,宝贝要有大光芒,//weibo.com/6050647931/G3PpkkaHG?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,247,		//@养猪达人KJY://@DragonKnight_G字反黑组:广场被污染，大家转赞评好的微博上精选，点赞评论转发这条,miya-Gabriel,//weibo.com/2667414910/G3OeUADYX?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,248,#权志龙##鸡涌是宝宝# 一笑就是小括弧心都酥了真是乖崽崽啊又是只爱你的一天@GDRAGON_OFFICIAL ​	,NA,//weibo.com/5977278028/G3Pp945qX?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,249,		//@DragonKnight_G字反黑组:广场被污染，大家转赞评好的微博上精选，点赞评论转发这条,爱留胡茬的权大叔,//weibo.com/2667414910/G3OeUADYX?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,250,#权志龙##鸡涌是宝宝# 一笑就是小括弧心都酥了真是乖崽崽啊又是只爱你的一天@GDRAGON_OFFICIAL ​	,NA,//weibo.com/3431843964/G3Pp4Ek14?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,251,#权志龙可爱尤物# //@DragonKnight_G字反黑组:广场被污染，大家转赞评好的微博上精选，点赞评论转发这条,韶华有你幸之,//weibo.com/2667414910/G3OeUADYX?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,252,#权志龙##鸡涌是宝宝# 一笑就是小括弧心都酥了真是乖崽崽啊又是只爱你的一天@GDRAGON_OFFICIAL ​	,NA,//weibo.com/5225918038/G3PoY7yeB?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,253,#中国赞#【央视调查：我们的旧手机去哪了？1吨手机可提炼150克黄金】专家介绍，一吨的手机可以提炼150克的黄金。世界上最优质的金矿，一吨的矿也只能提炼出50克左右的黄金。但目前手机回收行业最大的问题，就是缺乏正规的回收处理企业。南方沿海个别城市有小作坊用所谓的酸洗方式炼金，污染大气水源。. ​			...展开全文c,郭立燕,//weibo.com/3800889606/G3PoUApDL?refer_flag=1001030103_
